DY
6216
12
c;cs;d;ds;e;f;fs;g;gs;a;as;b
1585;1334;542;1545;190;1129;411;370;1855;84;724;389;913
1586;2771;402;2572;157;583;456;504;1957;553;984;654;376
1587;530;25;416;28;504;156;39;271;4;1494;209;647
1588;15;136;283;28;352;2;568;5;23;359;105;191
1589;659;18;582;24;288;21;0;150;2;408;0;32
1590;1309;324;282;304;234;756;834;11;67;36;415;51
1591;326;146;343;202;316;0;189;161;0;394;103;133
1592;1482;136;494;277;1331;90;320;1340;177;647;746;799
1593;1538;14;294;1;161;751;928;832;8;225;4;97
1594;583;309;937;0;508;14;194;94;16;250;1;294
1595;1227;178;624;162;402;348;147;659;531;748;129;186
1596;618;58;338;38;183;0;465;1;59;210;57;219
1597;1056;4;324;71;407;151;517;120;2;321;79;279
1598;1109;23;551;193;393;97;266;696;73;380;72;546
1599;479;712;399;69;1879;21;261;128;912;393;7;705
1600;1450;89;1184;40;319;132;1985;1252;11;238;87;426
1601;1605;325;1200;371;872;627;671;606;16;561;36;141
1602;1197;105;1091;338;152;242;2293;290;21;250;806;139
1603;1602;56;779;365;253;772;225;1365;214;399;228;553
1604;786;387;274;95;84;290;686;211;169;80;74;95
1605;1213;20;1128;11;398;0;1946;858;29;255;12;539
1606;717;0;300;0;173;55;0;211;0;122;0;3
1607;1228;340;1551;121;817;875;46;830;84;425;760;67
1608;1276;119;3918;38;699;43;1460;1653;0;1524;2;696
1609;1527;63;1443;112;441;365;1223;202;9;837;655;117
1610;961;172;251;411;104;176;1278;115;253;0;286;96
1611;1422;27;222;32;236;305;213;888;31;350;210;109
1612;1767;39;500;47;445;629;455;609;0;617;40;159
1613;1348;411;1421;607;561;1297;894;726;56;667;1141;517
1614;110;354;1167;185;4;227;367;2;442;44;396;516
1615;231;374;1765;16;551;276;1638;184;96;1773;336;507
1616;332;476;674;27;679;81;727;125;233;830;2;345
1617;1720;65;818;263;263;388;489;695;38;230;37;55
1618;1061;41;713;18;765;78;1354;445;176;326;70;466
1619;432;222;244;113;2017;50;615;392;341;549;42;499
1620;180;67;152;10;214;80;92;265;142;380;20;144
1621;984;181;612;11;1144;4;307;233;820;630;74;214
1622;1306;525;486;2;216;22;1121;348;11;227;0;315
1623;77;177;843;11;376;18;715;449;58;251;88;427
1624;362;215;649;4;721;2;632;49;119;1199;36;129
1625;543;544;190;522;1654;102;1631;0;1598;721;25;1018
1626;1369;25;803;64;465;469;332;746;13;619;65;365
1627;427;122;964;195;441;538;130;160;112;415;120;39
1628;901;27;943;22;310;113;24;37;18;129;38;334
1629;921;302;368;126;95;248;1425;84;417;244;153;53
1630;639;580;1782;402;1405;108;637;374;375;1099;72;1066
1631;1172;156;430;2674;14;101;0;179;1162;30;503;7
1632;1118;357;1324;87;1099;13;1184;225;70;930;401;1131
1633;478;82;113;12;483;5;57;225;140;814;12;109
1634;696;87;864;33;246;22;1812;605;0;78;14;76
1635;988;14;1232;371;834;163;521;1227;20;954;67;1091
1636;220;1013;282;121;342;274;652;33;27;251;217;392
1637;338;47;355;124;184;60;873;270;2;177;2;290
1638;482;53;224;212;184;186;401;253;30;77;172;35
1639;201;79;574;516;400;430;343;55;122;551;849;0
1640;1611;71;961;97;473;955;515;203;12;246;566;176
1641;403;0;889;12;311;22;103;117;87;67;0;181
1642;185;358;458;8;450;71;410;21;131;1203;41;371
1643;3259;184;1381;5;1820;1617;909;1842;1002;1093;161;919
1644;159;754;1462;448;759;40;941;9;1403;65;115;931
1645;723;482;2168;619;491;30;2789;426;40;566;152;1336
1646;1465;86;640;57;681;516;257;733;289;329;405;0
1647;1006;188;299;104;300;324;363;646;223;237;300;445
1648;1031;155;646;95;359;310;38;401;311;323;33;347
1649;750;452;716;741;63;636;313;626;183;236;626;88
1650;296;149;696;18;60;104;33;493;608;356;42;56
1651;1267;425;561;684;358;594;245;601;226;449;691;505
1652;587;152;1850;174;707;250;526;701;300;622;363;606
1653;472;49;282;77;662;18;461;257;10;149;87;340
1654;543;300;828;116;287;660;1111;224;74;953;138;876
1655;505;73;1559;414;168;160;192;347;69;273;105;302
1656;392;121;222;438;34;240;38;228;134;74;258;71
1657;400;321;243;111;222;49;287;69;272;130;130;95
1658;1056;40;992;29;286;149;28;458;187;242;128;99
1659;174;151;448;181;55;71;334;32;197;138;194;49
1660;1384;390;1006;460;34;1502;1399;464;198;128;526;419
1661;781;8;664;42;308;27;53;502;0;126;7;177
1662;399;651;65;9;296;6;118;2;122;294;0;69
1663;0;505;109;0;288;0;15;21;33;40;0;74
1664;446;287;1243;296;297;711;302;589;148;549;532;102
1665;774;306;530;115;212;346;881;241;89;303;110;88
1666;1477;140;320;1074;225;288;418;462;209;186;635;341
1667;2061;94;312;493;215;346;1367;291;655;13;529;11
1668;383;47;190;7;569;6;26;161;20;275;0;404
1669;717;1641;422;871;356;803;204;603;30;598;3784;88
1670;114;377;363;462;623;30;868;103;222;14;234;1129
1671;2645;1831;482;1940;132;584;643;765;715;29;1055;110
1672;46;141;204;6;182;8;159;46;105;197;1;156
1673;1166;285;1576;852;660;138;704;421;1352;409;2909;210
1674;4592;516;1351;1761;936;2124;129;1075;771;770;1590;74
1675;544;74;1546;118;227;213;14;276;147;322;29;223
1676;1743;1281;914;1119;1307;117;1483;5;1515;544;50;337
1677;103;76;243;9;111;7;147;86;8;160;25;128
1678;855;1415;1189;862;15;685;1503;722;613;251;942;106
1679;1215;44;601;12;2400;676;166;51;659;1984;443;1314
1680;566;596;68;1099;1194;2;329;74;487;480;0;460
1681;20;266;711;52;684;0;217;51;115;413;2;256
1682;1140;115;524;2198;234;158;14;177;450;66;88;62
1683;267;553;1035;40;712;7;281;394;958;958;5;317
1684;1078;665;1027;482;594;295;474;284;434;384;7;205
1685;952;15;464;4;339;341;326;568;0;312;46;137
1686;1364;499;511;703;488;379;357;518;542;222;924;124
1687;667;39;688;192;244;364;1101;545;21;1000;194;139
1688;1301;700;2728;1085;839;205;553;588;963;1789;52;586
1689;533;726;679;184;1225;2;3037;41;665;594;46;770
1690;171;733;379;37;158;174;0;60;489;316;122;0
1691;1185;722;1484;333;569;343;380;232;369;536;115;185
1692;277;106;155;1111;6;223;0;383;674;0;488;0
1693;1067;279;418;1173;1544;53;1480;68;577;324;175;397
1694;376;124;592;4;711;227;42;85;649;423;47;133
1695;926;69;856;32;600;23;1234;519;0;147;322;726
1696;325;259;476;225;287;83;529;191;157;199;130;290
1697;1919;1246;1467;1033;1958;180;1941;247;912;1823;2223;595
1698;156;381;333;4;470;132;235;3;112;478;2;146
1699;588;168;121;123;828;17;1682;7;115;136;81;1750
1700;371;48;220;12;212;85;107;242;40;101;27;124
1701;1582;1110;2524;670;417;212;2160;743;1155;675;1121;439
1702;816;459;1274;1;1298;5;1464;91;348;1076;4;782
1703;137;186;413;34;359;5;751;65;541;268;82;384
1704;2154;39;981;35;959;851;659;2367;5;595;356;827
1705;638;732;784;582;680;69;426;271;105;388;2157;289
1706;656;2403;550;16;253;24;199;422;762;218;2;483
1707;694;386;1045;803;715;180;14;817;190;720;1464;303
1708;1862;330;1665;267;229;764;1504;234;9;251;717;725
1709;1444;1104;3653;1705;174;1009;1499;2501;109;1131;2026;7
1710;157;150;377;31;501;3;1714;12;128;22;80;475
1711;539;106;300;322;68;29;174;354;266;53;39;46
1712;586;115;2336;862;93;546;472;889;30;322;496;110
1713;1430;775;1468;709;927;514;259;208;808;420;2561;0
1714;103;466;564;203;250;8;716;51;188;600;41;283
1715;5;80;12;53;84;4;163;0;49;26;31;168
1716;313;152;314;1538;687;164;1086;159;93;325;180;633
1717;701;1462;871;512;1579;5;1854;4;1184;1387;500;346
1718;967;403;1404;145;543;185;373;570;21;512;93;430
1719;827;82;893;35;447;405;807;409;0;209;272;641
1720;735;237;653;1491;409;255;1309;116;135;429;2652;82
1721;688;703;615;818;55;317;1582;333;743;37;480;195
1722;1735;921;1610;830;966;863;625;598;744;278;1368;858
1723;210;160;747;22;232;0;293;369;2;303;1;531
1724;213;1538;404;555;1141;140;1415;466;1811;350;372;1286
1725;435;789;97;716;107;468;725;97;527;43;611;428
1726;492;178;1574;672;15;929;13;322;54;1122;622;340
1727;1716;825;1761;980;944;590;660;766;133;844;1735;334
1728;240;402;661;429;1010;231;569;334;1674;394;402;200
1729;1488;1690;1420;892;408;480;262;469;783;453;1071;184
1730;436;126;422;74;160;148;32;360;29;211;29;158
1731;1787;330;644;1461;1668;204;702;91;332;731;1252;1366
1732;2508;221;1655;2028;1164;300;412;1116;427;110;1069;125
1733;869;1353;705;846;307;781;2729;229;1382;324;1853;178
1734;256;131;277;85;224;140;487;115;24;100;35;238
1735;1563;1728;1182;654;2342;87;1448;89;841;1559;2255;845
1736;1157;17;320;10;82;355;899;96;0;80;105;158
1737;1831;601;1915;926;1636;323;1316;1145;646;638;372;1088
1738;1375;1577;354;2121;32;879;959;1079;1060;735;852;123
1739;847;134;1853;0;706;58;2583;415;0;722;2;321
1740;947;291;907;63;1178;202;530;544;370;969;43;831
1741;706;372;293;566;261;316;455;250;279;175;303;45
1742;519;234;1354;12;260;99;566;412;967;660;245;99
1743;589;627;450;435;490;239;393;171;125;91;95;604
1744;439;1074;944;441;820;152;496;497;141;1142;1130;558
1745;341;264;912;204;428;2;783;402;13;670;45;1373
1746;962;6;174;44;257;207;68;82;36;123;410;148
1747;2042;24;498;160;447;76;693;399;4;68;124;109
1748;938;65;740;0;148;55;60;73;6;167;24;166
1749;1317;203;962;244;101;168;667;256;240;365;285;201
1750;1513;120;1844;116;658;233;907;262;204;601;272;398
1751;832;207;687;26;1661;38;191;595;219;91;58;1165
1752;1039;19;675;15;190;92;33;133;2;53;2;17
1753;1503;8;707;10;144;170;19;145;2;44;28;61
1754;541;8;435;2;467;156;44;166;0;38;58;31
1755;1148;98;388;2;62;27;103;110;0;68;10;32
1756;1336;4;169;1;134;2;114;192;4;162;0;27
1757;890;15;1238;0;95;97;10;181;0;118;0;78
1758;1872;54;604;4;251;110;87;309;1;60;11;120
1759;1925;4;468;10;374;105;0;199;0;111;3;24
1760;1549;51;677;186;688;290;89;299;7;235;446;155
1761;2149;31;1431;7;465;121;324;155;0;226;60;170
1762;813;36;913;8;537;233;271;175;2;150;159;87
1763;1523;23;621;18;426;134;615;221;3;132;420;85
1764;222;18;156;8;47;59;0;57;2;114;31;27
1765;2344;42;630;106;428;113;429;359;13;98;280;149
1766;1326;18;528;48;146;38;182;164;27;36;59;53
1767;775;37;862;17;438;72;47;293;0;164;0;172
1768;641;36;717;71;249;291;281;218;19;393;310;139
1769;1107;42;537;6;920;45;140;427;13;588;300;241
1770;422;58;387;11;411;68;869;639;8;438;24;269
1771;1478;33;653;34;232;175;52;87;1;107;11;6
1772;3073;931;845;21;748;86;1231;410;32;214;36;448
1773;927;100;640;13;81;30;623;102;2;71;56;17
1774;1835;192;821;100;306;153;601;301;32;555;118;358
1775;1330;88;1005;37;1453;249;599;576;33;357;67;360
1776;1085;30;507;2;757;106;17;128;0;87;19;78
1777;312;433;345;6;144;10;703;281;96;274;390;341
1778;788;178;737;83;52;38;464;228;48;111;33;52
1779;373;355;154;239;58;212;121;135;82;113;187;62
1780;868;210;315;471;322;218;81;317;150;70;99;123
1781;136;227;150;16;93;112;69;16;30;154;32;14
1782;511;336;662;139;56;203;163;236;57;183;249;53
1783;136;227;150;16;93;112;69;16;30;154;32;14
1784;463;229;43;27;126;242;26;217;172;29;88;25
1785;729;279;92;296;155;227;3;123;31;82;364;28
1786;835;214;315;475;320;223;82;380;149;71;99;124
1787;458;328;427;387;202;98;254;572;92;85;159;89
1788;611;507;1295;724;305;734;261;624;251;541;813;245
1789;388;354;154;221;60;213;121;135;82;113;189;61
1790;912;232;357;487;302;208;57;337;142;54;83;110
1791;505;165;235;280;122;260;6;111;62;67;347;14
1792;463;229;43;27;126;242;26;217;172;29;88;25
1793;820;881;838;587;470;516;447;876;285;570;688;428
1794;835;214;315;475;320;223;82;380;149;71;99;124
1795;264;27;113;5;22;68;12;40;5;20;12;35
1796;750;263;672;57;185;460;415;217;296;321;271;139
1797;262;263;5;33;6;111;15;13;64;0;23;9
1798;262;263;5;33;6;111;15;13;64;0;23;9
1799;729;279;92;296;155;227;3;123;31;82;364;28
1800;18;39;31;98;4;41;3;5;8;5;8;7
1801;446;302;407;367;184;87;243;540;95;94;141;95
1802;374;283;463;172;29;109;138;79;59;61;16;50
1803;264;27;113;5;22;68;12;40;5;20;12;35
1804;428;179;408;375;214;421;14;214;126;236;418;31
1805;1166;285;1576;852;660;138;704;421;1352;409;2909;210
1806;1223;699;659;496;444;562;162;332;342;317;1429;119
1807;1743;1281;914;1119;1307;117;1483;5;1515;544;50;337
1808;816;1665;1150;947;1498;1432;524;87;2594;2073;100;150
1809;1184;835;1095;549;928;739;2049;141;512;291;362;206
1810;2234;978;1247;925;1760;356;145;812;616;761;2266;587
1811;1641;125;4147;607;197;143;3305;750;45;1285;1258;86
1812;1892;762;1137;1704;946;549;52;974;1746;39;2655;35
1813;508;617;685;102;804;302;491;203;285;508;1762;390
1814;1177;874;321;1098;181;256;334;477;330;179;94;57
1815;785;1680;2284;1327;498;1297;65;570;1065;490;1081;1
1816;1432;1566;825;2077;89;447;121;1779;1472;83;2592;211
1817;406;1161;1314;89;694;41;738;573;201;510;218;321
1818;1066;18;324;13;216;608;49;449;21;316;17;96
1819;625;990;1734;335;1155;182;802;110;928;1215;1358;278
1820;1332;775;713;14;1034;636;83;828;1415;259;20;636
1821;1268;344;849;1165;709;815;475;1066;515;209;2622;7
1822;1003;293;800;2061;916;369;63;1378;1122;75;2114;311
1823;1339;27;924;340;830;345;645;888;182;426;889;399
1824;711;456;76;662;30;1671;596;15;22;302;731;16
1825;909;365;1764;27;122;411;4;1026;584;541;284;0
1826;1404;847;1244;792;231;586;282;170;2196;78;551;13
1827;1729;0;928;233;278;1;1374;480;458;841;362;347
1828;588;743;496;763;106;755;893;464;681;222;1351;54
1829;1018;948;395;441;798;86;972;103;346;418;538;456
1830;514;307;2904;278;128;483;2146;119;276;1120;476;22
1831;561;856;1613;599;630;13;822;572;1065;924;181;579
1832;3208;2326;631;1020;625;1580;134;1955;1256;159;917;134
1833;2124;2244;1232;1342;731;1141;355;840;808;520;2685;177
1834;3750;716;2618;801;1176;421;321;540;2491;123;2819;179
1835;1397;2496;966;1203;309;1019;2273;35;657;60;1218;323
1836;738;295;1013;344;177;186;52;383;93;340;274;79
1837;1416;55;1936;58;999;72;1368;806;336;1007;55;444
1838;3798;826;1483;2659;391;2098;189;2206;935;1363;3863;159
1839;767;1075;2944;1144;1968;221;328;259;1092;374;2696;1047
1840;46;38;38;64;38;88;20;102;58;114;142;56
1841;287;10;966;58;313;31;119;444;123;831;0;49
1842;2344;613;3539;1661;299;833;664;1469;275;1481;919;157
1843;1482;917;1415;2192;610;1687;1172;1254;1668;428;1407;358
1844;1362;396;652;595;167;708;527;805;1130;292;618;52
1845;421;1355;1246;415;1060;95;667;403;847;814;1473;607
1846;1597;491;2012;673;794;591;1259;663;637;418;577;376
1847;797;624;1154;1388;314;626;70;990;953;1282;1517;370
1848;583;280;1717;128;890;34;532;250;334;331;80;348
1849;2046;503;442;4068;67;689;81;1707;1869;41;1818;344
1850;1366;737;835;783;661;505;476;653;39;581;1768;38
1851;801;1240;568;1348;169;361;130;242;1454;42;2471;29
1852;0;125;2862;0;285;0;346;17;176;292;0;352
1853;1716;390;877;452;269;1538;141;321;40;1909;430;0
1854;1329;1147;2869;569;1996;248;361;1049;1019;526;2460;355
1855;1031;1422;828;961;1699;526;289;706;720;759;1511;628
1856;1416;55;1936;58;999;72;1368;806;336;1007;55;444
1857;1882;308;1290;278;1133;283;1626;928;126;257;5;730
1858;885;751;283;889;1014;52;542;29;1605;338;855;465
1859;862;1180;2982;1167;1979;239;375;428;1213;658;2760;1215
1860;883;716;1967;868;612;449;716;561;1320;638;2353;277
1861;1338;262;1610;436;1967;226;379;948;409;1101;132;891
1862;637;5;1286;149;556;225;54;816;15;312;23;285
1863;929;730;1292;208;744;106;186;1005;26;1298;0;578
1864;1428;922;2622;1667;274;588;413;1135;809;501;1369;6
1865;512;780;676;280;744;205;486;25;632;1317;89;514
1866;1333;622;162;360;12;1168;12;235;441;2;52;37
1867;1314;858;865;104;667;1139;41;396;2183;485;2304;16
1868;2607;669;898;835;446;640;1580;611;1056;1083;1698;187
1869;916;779;514;1000;707;286;1104;270;848;123;608;186
1870;850;1545;192;793;205;327;778;12;1061;138;1151;174
1871;693;507;368;633;259;395;142;410;699;172;820;102
1872;183;1279;1278;526;318;44;278;604;575;488;17;378
1873;3499;1973;3691;3605;1881;738;1867;1595;1790;809;4553;1802
1874;1013;1060;829;107;402;81;101;240;653;294;13;151
1875;1028;1270;485;362;636;254;1511;196;473;102;319;979
1876;2199;55;948;1741;214;338;1560;1753;151;38;1894;547
1877;1751;837;667;692;589;489;1412;550;876;536;904;331
1878;3271;2467;673;990;760;1654;116;1967;1289;147;963;133
1879;1441;197;889;998;340;562;394;1519;599;815;2308;410
1880;285;1148;1986;579;1320;226;954;247;2003;846;1761;710
1881;139;1200;171;1136;453;226;2212;7;103;36;660;836
1882;1643;636;1851;2176;388;176;969;1270;552;770;1194;57
1883;268;47;914;1302;837;313;245;398;67;185;555;132
1884;648;122;353;1086;63;230;496;368;355;17;132;270
1885;854;2146;1108;1051;221;566;929;523;2363;377;1028;149
1886;1331;1102;1750;1707;1125;1120;158;875;856;915;2232;69
1887;1444;936;1598;191;1177;48;1492;104;176;1121;1219;395
1888;598;112;188;356;58;307;134;229;169;109;390;22
1889;942;866;683;2637;49;332;297;791;349;93;2651;33
1890;1692;382;776;669;1024;888;131;1266;1504;802;1749;305
1891;1515;1465;1126;2223;571;762;1154;148;1754;102;4045;1129
1892;1044;775;2203;653;754;386;2269;248;637;915;425;21
1893;1382;478;1101;307;1639;227;1230;801;701;1501;834;909
1894;458;3;452;8;241;323;51;331;0;337;252;71
1895;832;1089;2143;1489;714;1019;232;502;281;341;3089;1
1896;4099;1940;1131;2082;857;413;146;2856;1028;1100;1565;443
1897;1330;828;781;1465;739;1036;1222;569;1306;302;1634;15
1898;502;156;40;375;22;198;6;23;193;9;175;4
1899;1234;1761;771;1552;133;870;195;436;428;367;3374;72
1900;1407;71;656;1928;643;207;85;873;212;738;1388;456
1901;504;215;593;402;7;198;170;256;216;38;334;63
1902;889;710;1965;882;612;452;717;564;1326;638;2366;277
1903;1263;643;1698;1736;361;973;154;1301;1172;553;2875;47
1904;1163;488;821;976;1145;701;1428;444;450;420;2908;39
1905;651;1813;848;2197;904;327;1039;371;910;1569;1696;1288
1906;1730;2432;701;1402;743;1355;606;891;962;866;2749;257
1907;544;284;1378;2638;194;806;1203;35;149;10;4504;311
1908;1030;17;2718;54;95;1204;73;111;11;1595;449;157
1909;2406;571;1621;1289;146;474;1075;371;2309;58;2546;10
1910;1037;1709;1872;1091;483;368;1135;76;1258;43;525;362
1911;1881;2153;2243;1019;1934;626;245;1037;1583;1188;2176;688
1912;233;74;268;539;2;708;1;268;51;188;806;6
1913;1526;969;3772;713;423;34;357;537;316;321;18;564
1914;1031;1422;828;961;1699;526;289;706;720;759;1511;628
1915;231;1125;985;366;1313;1;2213;17;584;1762;760;566
1916;1350;1054;3780;1190;1301;994;850;999;83;2471;2957;127
1917;226;108;173;96;181;168;93;77;68;90;454;5
1918;1461;618;698;198;539;561;11;658;0;504;1290;94
1919;497;1187;814;1076;1485;145;1290;957;351;1218;862;1185
1920;885;618;1129;189;882;234;570;128;244;187;41;307
1921;686;2025;2241;115;449;422;376;571;316;730;71;195
1922;1134;909;978;730;640;749;332;233;188;882;540;39
1923;1780;28;2362;598;694;112;1689;1016;235;141;2;294
1924;1986;263;1651;708;290;1281;347;1067;679;702;42;362
1925;1225;674;2030;657;820;65;705;1120;1146;769;2208;745
1926;1216;977;1093;646;623;1074;198;689;469;392;1705;134
1927;274;521;1079;372;411;40;900;102;457;394;1003;155
1928;1382;478;1101;307;1639;227;1230;801;701;1501;834;909
1929;2905;362;2393;459;836;124;4430;939;610;742;1463;715
1930;489;895;2008;783;381;359;2049;755;324;1381;859;110
1931;1030;344;1320;2481;501;190;705;493;938;533;3302;133
1932;2124;2244;1232;1342;731;1141;355;840;808;520;2685;177
1933;1360;339;565;3114;274;116;411;924;1091;2;1905;87
1934;1323;1089;325;1520;100;353;672;351;377;161;893;35
1935;407;10;7;664;3;4;257;34;71;23;55;0
1936;788;698;625;1450;425;284;176;647;1279;222;1586;132
1937;366;210;3;47;8;113;50;11;48;0;50;15
1938;2099;1123;1964;1157;1200;1599;1269;1433;962;1333;2861;69
1939;1459;2065;1481;765;938;828;779;588;698;828;434;283
1940;1992;352;2259;1533;390;676;371;1105;1985;721;2580;38
1941;1434;749;1078;1651;441;340;397;1123;128;443;3359;134
1942;1322;668;1303;1024;680;274;950;712;202;83;1464;221
1943;924;246;443;153;144;425;0;98;2;174;92;2
1944;614;101;999;1088;455;225;59;574;459;535;1881;216
1945;1731;1089;1831;1741;1065;161;867;856;954;2407;3290;975
1946;1414;111;729;524;509;183;641;115;745;290;338;124
1947;1544;218;1191;880;461;326;27;1099;574;1354;142;270
1948;1342;1704;331;1494;560;724;81;861;1361;50;782;27
1949;2248;576;2086;557;1108;978;954;1180;552;1720;1627;196
1950;150;236;272;15;753;87;111;28;186;715;21;249
1951;727;295;409;307;698;220;428;345;60;350;341;115
1952;1031;1422;828;961;1699;526;289;706;720;759;1511;628
1953;1964;1032;1284;165;1805;720;565;901;302;1366;1234;940
1954;1892;1093;401;188;1168;571;0;714;328;455;3109;236
1955;203;148;1084;160;49;79;589;11;374;180;2692;19
1956;1234;1761;771;1552;133;870;195;436;428;367;3374;72
1957;1329;1147;2869;569;1996;248;361;1049;1019;526;2460;355
1958;721;919;1964;909;1426;343;1016;1022;747;1269;1694;904
1959;349;263;722;138;549;0;1917;274;15;11;60;631
1960;351;375;1389;420;783;81;683;35;516;932;2359;189
1961;4382;1401;3279;3230;1452;1259;978;2380;2834;1282;3922;587
1962;1717;512;416;843;349;188;520;753;1199;8;1840;105
1963;1892;1093;401;188;1168;571;0;714;328;455;3109;236
1964;1735;2277;2102;1280;726;653;561;611;1749;975;1894;117
1965;1865;4307;2369;178;2132;647;1010;417;1320;1920;3173;57
1966;1603;905;2526;925;1043;1080;515;1018;835;774;2492;953
1967;833;294;376;130;0;139;1569;152;38;103;166;0
1968;1010;617;1158;24;355;406;1512;839;771;621;754;410
1969;1882;308;1290;278;1133;283;1626;928;126;257;5;730
1970;158;230;1794;47;498;21;1105;337;0;2331;2057;271
1971;589;269;771;93;837;10;650;200;447;252;1042;382
1972;1680;621;1131;1453;175;379;355;665;1476;13;1632;60
1973;294;238;399;386;256;167;119;271;621;72;135;41
1974;261;1486;1544;282;709;46;2000;314;802;330;526;544
1975;1164;1236;711;978;286;1325;1551;314;458;388;925;32
1976;2333;940;2148;406;1237;1291;524;2117;1272;983;564;796
1977;1352;555;2317;881;927;1629;34;997;1697;436;593;368
1978;658;1238;1261;519;317;194;233;618;703;154;905;16
1979;3208;2326;631;1020;625;1580;134;1955;1256;159;917;134
1980;1622;948;1760;1467;117;838;86;2157;1599;226;2656;513
